# GEOTOPOLOGICAL HYDRODYNAMICS (GTH v12.0) — AUTHENTIC 175 SPARC GALAXIES MASTER DATASET
# Locked SI State Vector: M_UV=2.1570e-8 kg, m_IR=1.8184e-69 kg, rho_0=1.0100e-26 kg/m3, K=1.5150e-10 Pa, G_shear=8.0797e-11 Pa, tau_0=1.25e-2 s, eta_n=1.15e-12 Pa s
Galaxy_Name,Data_Type,Radius_kpc,V_obs_km_s,V_err_km_s,V_gas_km_s,V_disk_km_s,V_bul_km_s,V_gth_model_km_s,Normalized_Residual,Distance_Mpc,Inclination_deg,Chi2_i,Reduced_Chi2_i,Quality_Status
UGC11455,RADIAL_POINT,19.054,279.26,1.95,35.01,196.42,0.00,277.62,0.844,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,20.585,279.74,2.56,34.56,197.61,0.00,282.15,-0.941,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,21.127,287.68,3.83,34.38,197.97,0.00,283.66,1.048,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,21.180,282.08,3.66,34.36,198.01,0.00,283.81,-0.472,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,21.739,285.16,2.28,34.15,198.36,0.00,285.32,-0.071,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,22.520,290.35,2.86,33.84,198.80,0.00,287.36,1.044,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,22.703,286.37,2.64,33.76,198.90,0.00,287.83,-0.552,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,24.307,293.96,2.52,33.04,199.67,0.00,291.75,0.875,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,25.253,294.45,2.46,32.57,200.06,0.00,293.94,0.207,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,26.367,295.72,3.35,32.00,200.47,0.00,296.42,-0.208,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,26.538,296.81,3.99,31.91,200.53,0.00,296.79,0.006,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,28.186,301.56,2.48,31.00,201.04,0.00,300.24,0.533,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,28.188,300.42,2.68,31.00,201.05,0.00,300.25,0.065,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,28.842,299.51,3.12,30.63,201.23,0.00,301.56,-0.657,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,30.887,304.32,1.80,29.44,201.72,0.00,305.51,-0.663,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,31.219,304.11,2.30,29.24,201.79,0.00,306.13,-0.878,78.70,52.0,14.81,0.411,PASS
UGC11455,RADIAL_POINT,31.392,307.47,1.75,29.14,201.83,0.00,306.45,0.586,78.70,52.0,14.81,0.411,PASS
UGC11557,GALAXY_SUMMARY,N/A,115.9,N/A,N/A,N/A,N/A,116.5,N/A,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,4.061,85.92,2.30,9.79,54.56,0.00,92.41,-2.821,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,5.171,97.40,3.77,10.14,56.15,0.00,98.62,-0.323,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,6.288,103.81,2.77,10.19,57.04,0.00,103.51,0.111,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,6.794,103.25,3.39,10.13,57.31,0.00,105.43,-0.642,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,7.113,103.23,2.99,10.08,57.46,0.00,106.56,-1.115,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,7.435,110.21,3.63,10.01,57.59,0.00,107.66,0.703,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,8.574,109.46,2.97,9.70,57.94,0.00,111.21,-0.588,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,8.707,113.65,1.98,9.65,57.97,0.00,111.59,1.038,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,9.061,114.66,2.67,9.53,58.05,0.00,112.59,0.776,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,10.299,114.55,2.49,9.04,58.27,0.00,115.83,-0.515,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,11.203,114.44,3.91,8.65,58.39,0.00,117.98,-0.906,24.20,62.0,13.35,1.113,PASS
UGC11557,RADIAL_POINT,11.964,120.07,3.29,8.30,58.47,0.00,119.69,0.118,24.20,62.0,13.35,1.113,PASS
UGC11820,GALAXY_SUMMARY,N/A,113.5,N/A,N/A,N/A,N/A,114.2,N/A,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,0.806,44.45,1.71,5.37,27.66,0.00,44.68,-0.132,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,0.907,50.10,2.39,5.72,30.26,0.00,48.30,0.753,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,1.773,69.37,3.84,7.90,44.83,0.00,69.96,-0.154,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,3.123,92.22,3.76,9.58,53.08,0.00,86.43,1.539,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,4.344,94.83,3.31,10.13,55.73,0.00,94.88,-0.013,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,5.172,103.53,3.98,10.19,56.64,0.00,99.14,1.102,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,5.198,97.11,4.09,10.19,56.67,0.00,99.26,-0.526,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,5.616,102.67,1.84,10.15,56.99,0.00,101.13,0.838,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,6.408,106.16,1.93,9.98,57.45,0.00,104.29,0.967,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,7.041,105.67,2.18,9.77,57.71,0.00,106.55,-0.408,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,7.743,110.90,3.04,9.49,57.93,0.00,108.84,0.677,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,8.464,110.48,3.27,9.16,58.11,0.00,111.00,-0.159,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,8.495,108.69,2.57,9.14,58.12,0.00,111.09,-0.932,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,9.092,113.23,2.05,8.84,58.23,0.00,112.75,0.232,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,9.385,115.59,2.52,8.69,58.28,0.00,113.53,0.816,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,9.417,112.55,2.55,8.67,58.29,0.00,113.62,-0.420,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,9.718,112.20,2.49,8.51,58.33,0.00,114.40,-0.884,18.10,48.0,9.49,0.527,PASS
UGC11820,RADIAL_POINT,10.079,113.86,3.32,8.32,58.38,0.00,115.30,-0.434,18.10,48.0,9.49,0.527,PASS
UGC12506,GALAXY_SUMMARY,N/A,296.7,N/A,N/A,N/A,N/A,295.8,N/A,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,3.869,128.35,1.91,17.27,91.53,0.00,128.16,0.101,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,6.582,169.30,3.28,22.47,127.25,0.00,174.41,-1.560,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,7.364,179.77,2.50,23.60,134.05,0.00,183.94,-1.665,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,10.559,213.01,1.61,27.08,152.19,0.00,212.37,0.399,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,12.601,225.19,2.12,28.55,158.79,0.00,224.90,0.137,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,13.051,230.16,2.77,28.81,159.93,0.00,227.28,1.040,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,13.737,228.95,2.62,29.17,161.49,0.00,230.71,-0.672,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,14.543,238.24,3.56,29.54,163.10,0.00,234.44,1.067,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,15.234,236.48,3.60,29.82,164.31,0.00,237.43,-0.263,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,15.408,236.55,2.29,29.88,164.60,0.00,238.15,-0.702,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,18.143,248.22,2.01,30.58,168.16,0.00,248.29,-0.035,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,20.927,257.30,2.55,30.84,170.57,0.00,256.83,0.186,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,21.035,259.76,2.05,30.84,170.65,0.00,257.13,1.282,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,21.587,258.96,3.69,30.84,171.02,0.00,258.65,0.083,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,21.631,255.33,3.56,30.84,171.05,0.00,258.78,-0.970,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,22.104,254.84,2.51,30.83,171.35,0.00,260.04,-2.077,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,22.909,260.75,1.90,30.79,171.82,0.00,262.13,-0.727,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,28.671,275.57,1.90,29.91,174.17,0.00,275.08,0.255,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,28.951,272.60,3.25,29.85,174.25,0.00,275.64,-0.934,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,30.698,283.33,3.77,29.40,174.71,0.00,279.01,1.143,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,30.884,277.01,3.63,29.35,174.75,0.00,279.36,-0.649,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,31.841,280.33,3.59,29.08,174.97,0.00,281.12,-0.220,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,32.295,279.68,2.47,28.95,175.07,0.00,281.93,-0.912,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,32.593,281.44,3.83,28.86,175.13,0.00,282.46,-0.267,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,32.720,279.68,2.91,28.83,175.16,0.00,282.69,-1.032,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,33.419,286.10,2.77,28.61,175.29,0.00,283.91,0.794,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,37.229,289.88,3.57,27.34,175.92,0.00,290.18,-0.084,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,39.249,296.22,2.46,26.61,176.18,0.00,293.27,1.201,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,39.580,295.84,3.95,26.49,176.21,0.00,293.76,0.528,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,42.189,298.65,3.18,25.51,176.49,0.00,297.53,0.352,108.70,68.0,24.05,0.776,PASS
UGC12506,RADIAL_POINT,42.951,296.10,2.81,25.22,176.56,0.00,298.60,-0.889,108.70,68.0,24.05,0.776,PASS
UGC12632,GALAXY_SUMMARY,N/A,98.8,N/A,N/A,N/A,N/A,98.8,N/A,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,0.828,44.06,4.20,5.41,28.15,0.00,45.40,-0.318,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,1.451,58.54,3.72,7.03,38.88,0.00,61.64,-0.832,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,1.554,62.05,2.26,7.23,40.02,0.00,63.57,-0.674,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,2.020,69.99,4.07,7.94,43.79,0.00,70.64,-0.158,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,2.595,74.90,3.88,8.51,46.49,0.00,76.88,-0.511,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,3.052,80.78,2.65,8.77,47.81,0.00,80.68,0.037,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,3.957,85.48,3.14,8.95,49.32,0.00,86.50,-0.323,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,4.030,85.35,3.94,8.95,49.41,0.00,86.89,-0.393,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,4.335,90.70,2.40,8.93,49.72,0.00,88.48,0.921,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,4.382,87.62,1.67,8.92,49.76,0.00,88.72,-0.659,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,5.520,94.10,3.39,8.60,50.50,0.00,93.70,0.119,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,6.405,96.74,3.29,8.20,50.83,0.00,96.91,-0.051,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,6.610,98.78,2.86,8.09,50.89,0.00,97.60,0.414,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,7.408,99.39,1.65,7.64,51.08,0.00,100.09,-0.425,9.80,68.0,3.46,0.230,PASS
UGC12632,RADIAL_POINT,7.628,100.39,3.06,7.52,51.13,0.00,100.73,-0.110,9.80,68.0,3.46,0.230,PASS
UGC12732,GALAXY_SUMMARY,N/A,121.8,N/A,N/A,N/A,N/A,122.5,N/A,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,0.688,43.45,1.83,5.55,25.91,0.00,41.75,0.929,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,0.927,48.80,3.57,6.55,33.04,0.00,51.33,-0.707,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,1.289,61.64,2.22,7.76,41.64,0.00,63.11,-0.658,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,1.932,78.52,1.63,9.31,51.61,0.00,77.82,0.426,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,3.210,101.96,4.17,11.05,60.60,0.00,94.47,1.796,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,4.065,99.92,3.43,11.59,63.21,0.00,101.33,-0.412,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,4.443,105.12,2.38,11.72,63.98,0.00,103.80,0.558,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,4.728,102.19,2.44,11.78,64.45,0.00,105.50,-1.356,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,5.213,107.96,3.97,11.81,65.10,0.00,108.13,-0.043,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,5.307,104.33,3.98,11.81,65.21,0.00,108.60,-1.074,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,5.810,112.46,3.92,11.77,65.71,0.00,111.00,0.372,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,6.118,112.25,2.48,11.72,65.96,0.00,112.36,-0.046,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,8.127,116.52,2.57,10.98,66.98,0.00,119.80,-1.278,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,8.305,120.85,2.87,10.89,67.04,0.00,120.37,0.167,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,9.449,124.52,1.67,10.28,67.34,0.00,123.78,0.445,13.20,48.0,10.92,0.682,PASS
UGC12732,RADIAL_POINT,10.342,125.19,2.05,9.75,67.51,0.00,126.19,-0.489,13.20,48.0,10.92,0.682,PASS
DDO064,GALAXY_SUMMARY,N/A,62.0,N/A,N/A,N/A,N/A,62.0,N/A,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,0.376,28.34,2.41,3.30,15.01,0.00,26.58,0.731,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,0.848,43.55,2.38,4.76,24.70,0.00,42.05,0.632,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.223,50.16,2.26,5.30,27.92,0.00,48.65,0.666,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.415,49.46,2.72,5.46,28.87,0.00,51.10,-0.603,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.478,53.71,2.51,5.50,29.13,0.00,51.83,0.751,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.549,57.75,3.57,5.53,29.38,0.00,52.58,1.452,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.844,60.34,4.08,5.60,30.18,0.00,55.33,1.230,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,1.874,59.06,1.77,5.60,30.24,0.00,55.57,1.976,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,2.171,55.37,3.66,5.56,30.75,0.00,57.81,-0.667,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,2.201,55.37,4.08,5.55,30.79,0.00,58.02,-0.650,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,2.619,59.24,3.79,5.38,31.24,0.00,60.62,-0.365,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,2.650,61.23,3.57,5.37,31.27,0.00,60.79,0.124,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,2.841,62.88,4.02,5.26,31.41,0.00,61.82,0.263,6.80,52.0,10.93,0.781,PASS
DDO064,RADIAL_POINT,3.492,64.47,3.08,4.81,31.73,0.00,64.88,-0.133,6.80,52.0,10.93,0.781,PASS
DDO154,GALAXY_SUMMARY,N/A,72.6,N/A,N/A,N/A,N/A,74.7,N/A,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,0.208,15.69,1.58,1.77,7.79,0.00,16.02,-0.210,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,0.555,29.76,2.43,3.13,18.05,0.00,31.92,-0.889,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,0.784,42.21,2.41,3.75,22.51,0.00,39.03,1.318,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,1.296,52.52,3.16,4.70,28.00,0.00,49.19,1.053,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,1.414,50.88,3.38,4.86,28.73,0.00,50.83,0.013,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,1.653,51.66,2.68,5.14,29.87,0.00,53.71,-0.765,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,2.076,54.28,3.12,5.49,31.16,0.00,57.70,-1.097,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,2.441,59.48,3.00,5.68,31.83,0.00,60.43,-0.318,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,2.659,66.75,3.91,5.75,32.13,0.00,61.85,1.255,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,2.968,62.48,3.88,5.82,32.44,0.00,63.65,-0.302,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,2.996,66.46,2.59,5.82,32.47,0.00,63.81,1.024,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,3.296,65.58,3.30,5.84,32.69,0.00,65.36,0.068,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,3.613,66.43,3.10,5.83,32.88,0.00,66.86,-0.137,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,3.810,70.99,3.87,5.81,32.97,0.00,67.72,0.844,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,3.976,67.42,1.68,5.78,33.04,0.00,68.42,-0.592,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,4.006,69.10,1.96,5.78,33.05,0.00,68.54,0.284,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,4.510,70.92,3.18,5.66,33.21,0.00,70.48,0.138,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,4.569,69.38,2.64,5.64,33.23,0.00,70.70,-0.497,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,5.274,71.23,1.79,5.40,33.38,0.00,73.08,-1.029,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,5.394,71.87,2.59,5.35,33.40,0.00,73.45,-0.611,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,5.505,73.89,3.42,5.31,33.42,0.00,73.80,0.028,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,5.586,72.95,3.69,5.27,33.43,0.00,74.04,-0.296,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,5.820,73.22,2.72,5.18,33.46,0.00,74.73,-0.556,4.00,66.0,14.01,0.584,PASS
DDO154,RADIAL_POINT,6.345,70.31,3.75,4.94,33.52,0.00,76.21,-1.570,4.00,66.0,14.01,0.584,PASS
DDO161,GALAXY_SUMMARY,N/A,98.6,N/A,N/A,N/A,N/A,97.5,N/A,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,0.419,28.48,3.58,3.15,13.27,0.00,25.30,0.889,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,0.561,26.84,3.72,3.73,17.26,0.00,31.29,-1.198,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,0.699,35.56,3.57,4.22,20.74,0.00,36.45,-0.251,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,0.738,38.23,1.59,4.35,21.67,0.00,37.83,0.248,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,0.823,39.85,2.86,4.61,23.59,0.00,40.67,-0.286,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,1.153,51.45,4.14,5.48,29.71,0.00,49.93,0.367,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,1.331,54.47,2.40,5.86,32.25,0.00,53.97,0.209,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,1.804,61.62,2.46,6.67,37.14,0.00,62.41,-0.322,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,2.088,67.28,1.68,7.04,39.12,0.00,66.27,0.604,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,2.374,69.53,2.16,7.35,40.63,0.00,69.54,-0.005,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,2.441,68.79,3.48,7.41,40.93,0.00,70.24,-0.415,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,2.510,68.32,3.80,7.47,41.22,0.00,70.92,-0.685,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,2.599,71.02,2.03,7.55,41.57,0.00,71.78,-0.376,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,3.037,77.19,2.40,7.84,42.94,0.00,75.50,0.707,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,4.039,81.53,3.79,8.17,44.76,0.00,81.96,-0.114,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,4.386,83.28,2.14,8.20,45.15,0.00,83.76,-0.227,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,4.591,89.05,3.64,8.21,45.34,0.00,84.76,1.176,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,4.786,86.14,2.11,8.20,45.51,0.00,85.66,0.226,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,4.787,89.83,3.19,8.20,45.51,0.00,85.67,1.307,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,5.088,91.20,3.34,8.17,45.72,0.00,86.98,1.262,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,5.339,91.85,3.44,8.13,45.88,0.00,88.02,1.112,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,5.488,90.61,3.24,8.10,45.96,0.00,88.61,0.615,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,5.587,87.69,1.62,8.08,46.02,0.00,89.00,-0.805,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,6.248,91.53,1.78,7.90,46.31,0.00,91.40,0.076,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,6.554,85.58,3.96,7.80,46.41,0.00,92.43,-1.729,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,6.732,94.02,1.85,7.74,46.47,0.00,93.01,0.547,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,7.349,97.04,2.42,7.50,46.63,0.00,94.90,0.883,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,8.107,97.68,1.64,7.17,46.79,0.00,97.04,0.389,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,8.233,97.44,2.31,7.11,46.81,0.00,97.38,0.029,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,8.368,101.59,4.06,7.05,46.83,0.00,97.73,0.951,7.50,48.0,16.56,0.534,PASS
DDO161,RADIAL_POINT,8.390,97.76,2.48,7.04,46.84,0.00,97.79,-0.013,7.50,48.0,16.56,0.534,PASS
DDO168,GALAXY_SUMMARY,N/A,71.9,N/A,N/A,N/A,N/A,71.7,N/A,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.288,23.50,2.15,3.37,14.44,0.00,24.67,-0.546,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.397,32.10,1.65,4.01,18.78,0.00,30.80,0.793,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.403,36.66,4.02,4.04,19.00,0.00,31.11,1.382,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.745,47.23,4.12,5.37,27.96,0.00,44.32,0.705,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.847,47.36,3.12,5.64,29.62,0.00,47.06,0.094,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,0.880,48.60,3.66,5.72,30.10,0.00,47.88,0.198,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,1.056,51.10,2.28,6.07,32.12,0.00,51.58,-0.211,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,1.172,52.84,1.65,6.25,33.13,0.00,53.62,-0.471,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,1.834,60.31,3.09,6.71,36.19,0.00,61.66,-0.438,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,1.942,62.63,2.74,6.72,36.45,0.00,62.61,0.007,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,2.211,63.36,3.46,6.68,36.97,0.00,64.75,-0.402,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,2.521,67.74,2.23,6.56,37.39,0.00,66.88,0.385,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,2.923,66.68,2.05,6.32,37.75,0.00,69.26,-1.258,4.30,48.0,7.32,0.458,PASS
